iter	Logloss
177	0.1864553682
178	0.186431804
179	0.1864007795
180	0.1863790396
181	0.1863572831
182	0.1863280434
183	0.1862981461
184	0.1862747718
185	0.1862471793
186	0.1862194877
187	0.186190872
188	0.1861663933
189	0.1861408021
190	0.1861081519
191	0.1860721038
192	0.1860499753
193	0.1860150722
194	0.1859881516
195	0.1859360337
196	0.1859062428
197	0.1858777589
198	0.1858463357
199	0.1858133808
200	0.1857988603
201	0.1857777942
202	0.185758122
203	0.1857268194
204	0.1856963741
205	0.1856759108
206	0.1855522721
207	0.1855210558
208	0.1855008316
209	0.1854740253
210	0.1854318301
211	0.1853966284
212	0.1853732778
213	0.1853396518
214	0.1853063663
215	0.1852835858
216	0.1852589907
217	0.1852253648
218	0.1851955367
219	0.1851713502
220	0.1851462423
221	0.1850996369
222	0.1850876141
223	0.185067042
224	0.1850421819
225	0.1850342736
226	0.1850061913
227	0.1849770514
228	0.1849547612
229	0.184933181
230	0.1849086157
231	0.1848754449
232	0.1848501767
233	0.1848180854
234	0.1847833489
235	0.1847644384
236	0.1847336145
237	0.1847035813
238	0.1846763859
239	0.1846563324
240	0.1846353443
241	0.1846141786
242	0.1845901722
243	0.1845632089
244	0.184548086
245	0.1845232909
246	0.1845013486
247	0.1844382579
248	0.1844146949
249	0.1843993937
250	0.1843703242
251	0.1843425054
252	0.1843182066
253	0.1842964667
254	0.184272051
255	0.1842412727
256	0.1842130947
257	0.1841784782
258	0.1841548766
259	0.1841175138
260	0.1840956374
261	0.1840783003
262	0.1840557578
263	0.1840239852
264	0.1839914641
265	0.1839742631
266	0.1839545769
267	0.1839266872
268	0.1839006464
269	0.1838694075
270	0.1838376887
271	0.1838153856
272	0.1837963173
273	0.1837744209
274	0.1837571095
275	0.1837328084
276	0.1837067455
277	0.1836765461
278	0.1836438468
279	0.1836199338
280	0.1835940638
281	0.183576171
282	0.1835626995
283	0.1835398459
284	0.1835145644
285	0.1834858474
286	0.1834651542
287	0.1834372194
288	0.1834139937
289	0.1833968905
290	0.1833692666
291	0.1833375253
292	0.1832918366
293	0.1832610443
294	0.183241308
295	0.1832096851
296	0.1831756714
297	0.1831592401
298	0.1831018592
299	0.1830778757
300	0.1830459065
301	0.1830135883
302	0.1829777528
303	0.1829567152
304	0.182926707
305	0.18290255
306	0.1828752746
307	0.1828478481
308	0.182826901
309	0.1828064463
310	0.1827980267
311	0.182781079
312	0.1827595168
313	0.1827432192
314	0.1827290704
315	0.1827078435
316	0.1826846323
317	0.1826572016
318	0.1826272971
319	0.1826026324
320	0.1825800495
321	0.182558811
322	0.1825350846
323	0.1824976487
324	0.1824778522
325	0.1824650647
326	0.1824532285
327	0.1824286167
328	0.1824010647
329	0.182383835
330	0.182358453
331	0.1823345394
332	0.182311356
333	0.1822859174
334	0.1822712647
335	0.1822519412
336	0.1822256018
337	0.1821992898
338	0.1821626365
339	0.1821385673
340	0.1821155809
341	0.1820902187
342	0.1820639859
343	0.1820362252
344	0.1819693958
345	0.1818933283
346	0.1818581361
347	0.1818454788
348	0.1818284791
349	0.1818059171
350	0.1817736813
351	0.1816878467
352	0.1816692209
353	0.1816467749
354	0.181629705
355	0.1816103293
356	0.1815830631
357	0.1815570205
358	0.1815323299
359	0.1814801702
360	0.1814573467
361	0.1814378435
362	0.1814149732
363	0.1813963558
364	0.1813689002
365	0.1813417451
366	0.1813234293
367	0.1812994508
368	0.1812799837
369	0.1812547554
370	0.1812274176
371	0.1812046086
372	0.1811778263
373	0.1811498486
374	0.1811217177
375	0.1810983863
376	0.1810759911
377	0.1810625419
378	0.1810445186
379	0.1810151895
380	0.1809825732
381	0.1809566948
382	0.1809244112
383	0.1809116289
384	0.1808918185
385	0.1808555543
386	0.1808408921
387	0.1808206494
388	0.180797836
389	0.1807737211
390	0.1807525904
391	0.1807251642
392	0.1807004309
393	0.1806768105
394	0.1806512954
395	0.1806196553
396	0.1805956035
397	0.1805763645
398	0.1805443927
399	0.1805179119
400	0.1804970634
401	0.1804729701
402	0.1804517299
403	0.1804302911
404	0.1804126005
405	0.1804003957
406	0.1803885001
407	0.1803675245
408	0.1803217173
409	0.1802953783
410	0.1802723763
411	0.1802459616
412	0.1802211488
413	0.1801574404
414	0.1801317058
415	0.1801120497
416	0.180091554
417	0.1800708856
418	0.1800516918
419	0.1800322497
420	0.1800165044
421	0.1799993943
422	0.1799821163
423	0.179961368
424	0.1799479239
425	0.1799339356
426	0.1799106449
427	0.179890564
428	0.1798742261
429	0.1798482761
430	0.17974917
431	0.1797198695
432	0.1796762291
433	0.1796557519
434	0.1796322952
435	0.1796100482
436	0.1795909674
437	0.1795631329
438	0.1795400599
439	0.1795129912
440	0.1794960593
441	0.1794682879
442	0.1794472878
443	0.1794279471
444	0.1794124258
445	0.1793773567
446	0.1793605167
447	0.1793506252
448	0.1793271031
449	0.1793044322
450	0.1792779966
451	0.1792454361
452	0.1792209742
453	0.1791947691
454	0.17917135
455	0.17914943
456	0.1791212439
457	0.179077002
458	0.179055124
459	0.1790386815
460	0.1790184671
461	0.1789958848
462	0.178969897
463	0.1789520129
464	0.1789262556
465	0.178905069
466	0.1788897074
467	0.1788613413
468	0.1788565832
469	0.1788400389
470	0.1788229963
471	0.1788061855
472	0.178778623
473	0.1787483952
474	0.1787399593
475	0.1787152197
476	0.1786983352
477	0.1786846768
478	0.1786652998
479	0.1786353451
480	0.1786280258
481	0.1785977891
482	0.1785750025
483	0.1785525715
484	0.1785279736
485	0.1785012729
486	0.178479086
487	0.178459354
488	0.178433392
489	0.1784073855
490	0.1783856588
491	0.1783582181
492	0.1783339327
493	0.1783120406
494	0.1782834616
495	0.1782617428
496	0.1782536458
497	0.1782411615
498	0.1782170971
499	0.178191871
500	0.1781249111
501	0.1781022779
502	0.178086591
503	0.1780589521
504	0.178040527
505	0.1780210658
506	0.1780029275
507	0.1779894045
508	0.1779685667
509	0.1779508484
510	0.1779330625
511	0.1779077654
512	0.1778837899
513	0.1778680569
514	0.1778376405
515	0.1778123143
516	0.1777888668
517	0.1777612804
518	0.1777434023
519	0.1777311043
520	0.1777121378
521	0.1776907968
522	0.177672413
523	0.177651627
524	0.1776269051
525	0.1776052047
526	0.1775858043
527	0.1775653322
528	0.1775506061
529	0.1775249516
530	0.1774991869
531	0.1774740432
532	0.1774563144
533	0.1774364699
534	0.1774120174
535	0.1773830769
536	0.177358444
537	0.1773367162
538	0.177308557
539	0.1772893323
540	0.1772602448
541	0.1772418306
542	0.1772180621
543	0.1771982608
544	0.1771923926
545	0.1771713206
546	0.1771468496
547	0.1771405222
548	0.1771192922
549	0.1771057517
550	0.1770889933
551	0.1770730984
552	0.1770510039
553	0.1770275455
554	0.1770147812
555	0.1769963513
556	0.1769808619
557	0.1769585115
558	0.1769263774
559	0.1769033373
560	0.1768924815
561	0.1768753713
562	0.176854123
563	0.1768332315
564	0.1768104197
565	0.1767935271
566	0.1767662348
567	0.1767398975
568	0.1767146631
569	0.1766900718
570	0.1766705305
571	0.17665092
572	0.1766343241
573	0.1766218009
574	0.1766056369
575	0.1765766944
576	0.1765572126
577	0.1765450398
578	0.1765285111
579	0.1764997264
580	0.1764850766
581	0.1763800858
582	0.1763242917
583	0.1763018353
584	0.1762822055
585	0.1762620671
586	0.1762345921
587	0.1761567716
588	0.1761428888
589	0.1761271606
590	0.1761116009
591	0.1760940449
592	0.1760737512
593	0.1760506723
594	0.1760262243
595	0.1760153589
596	0.175985217
597	0.1759659326
598	0.1759410952
599	0.1759282783
600	0.1759028169
601	0.175873515
602	0.1758529641
603	0.1758393402
604	0.1758190018
605	0.1758011519
606	0.175778377
607	0.1757551472
608	0.1757253243
609	0.1757181894
610	0.1756971798
611	0.1756750031
612	0.1756500762
613	0.1756279205
614	0.175601902
615	0.1755740589
616	0.1755506053
617	0.1755357755
618	0.1755237203
619	0.1755043685
620	0.1754853098
621	0.1754661358
622	0.1754504646
623	0.1754443851
624	0.1754282437
625	0.1753991656
626	0.1753807262
627	0.1753694994
628	0.1753469933
629	0.175323157
630	0.1753026299
631	0.1752755215
632	0.1752510874
633	0.1752356937
634	0.1752182535
635	0.1751888071
636	0.1751701813
637	0.1751480148
638	0.1751265349
639	0.1751077254
640	0.1750759419
641	0.1750479715
642	0.1750186202
643	0.1749997188
644	0.1749776225
645	0.1749553125
646	0.1749371263
647	0.1749142062
648	0.174894482
649	0.1748733816
650	0.1748509814
651	0.1748278703
652	0.174802428
653	0.1747780778
654	0.174756637
655	0.1747383483
656	0.1747203699
657	0.1746933541
658	0.1746777144
659	0.1746566096
660	0.1746432273
661	0.1746242736
662	0.1746142636
663	0.1745986194
664	0.1745805776
665	0.1745561033
666	0.1745519774
667	0.174540061
668	0.1745236121
669	0.1744964385
670	0.174470915
671	0.1744524458
672	0.17443561
673	0.1744167988
674	0.1744047993
675	0.1743804395
676	0.1743543509
677	0.1743382137
678	0.1743170365
679	0.1742770334
680	0.1742608268
681	0.1742488244
682	0.1742270454
683	0.1742063404
684	0.1741805939
685	0.1741592899
686	0.1741416906
687	0.1741119395
688	0.1741008991
689	0.1740785974
690	0.1740634634
691	0.1740453407
692	0.174027266
693	0.1740069199
694	0.1739887989
695	0.1739708256
696	0.1739569819
697	0.1738826737
698	0.1738654102
699	0.1738459996
700	0.1738117745
701	0.1737866618
702	0.1737737082
703	0.1737535453
704	0.1737335727
705	0.1737090764
706	0.1736913907
707	0.1736727781
708	0.1736547599
709	0.1735537819
710	0.1735326163
711	0.1735064097
712	0.1734833046
713	0.1734531748
714	0.1733893108
715	0.1733684221
716	0.1733410921
717	0.1733236327
718	0.1733022725
719	0.1732735082
720	0.1732394487
721	0.1732199546
722	0.1731932075
723	0.1731613846
724	0.1731428932
725	0.173125464
726	0.173110598
727	0.1730813424
728	0.1730620585
729	0.1730364034
730	0.1730205715
731	0.173001631
732	0.172976777
733	0.1729542711
734	0.1729311439
735	0.1729108496
736	0.1728804418
737	0.1728577978
738	0.1728393343
739	0.1728279165
740	0.1728099475
741	0.1727928703
742	0.1727732263
743	0.1727504133
744	0.1727304246
745	0.1727165682
746	0.1726995393
747	0.1726487274
748	0.1726281042
749	0.1726145997
750	0.1725959258
751	0.1725715993
752	0.1725591448
753	0.1725361703
754	0.1725095917
755	0.1724941968
756	0.1724736329
757	0.1724564052
758	0.1724317847
759	0.1724175411
760	0.1723956024
761	0.1723717407
762	0.172353324
763	0.1723270378
764	0.1723085546
765	0.1722887991
766	0.1722659526
767	0.1722482093
768	0.1722174948
769	0.17219689
770	0.1721720366
771	0.1721450756
772	0.1721127575
773	0.1720875821
774	0.1720707765
775	0.1720374746
776	0.172019078
777	0.1720100102
778	0.1719965136
779	0.1719773859
780	0.1719586713
781	0.1719463052
782	0.1719222801
783	0.1719044368
784	0.1718751649
785	0.1718592349
786	0.171834633
787	0.1718062309
788	0.1717866268
789	0.1717662177
790	0.1717356723
791	0.1717130688
792	0.1716732535
793	0.1716578032
794	0.1716390315
795	0.1716239429
796	0.1715945928
797	0.171573911
798	0.1715619525
799	0.1715438298
800	0.1715282704
801	0.1715091753
802	0.1714937366
803	0.171480738
804	0.1714537853
805	0.1714272954
806	0.1714052627
807	0.1713829372
808	0.1713572839
809	0.1713299716
810	0.1713073489
811	0.1712784553
812	0.1712546047
813	0.1712315824
814	0.1712214401
815	0.1711959341
816	0.171185758
817	0.1711677078
818	0.1711507335
819	0.1711252971
820	0.1711104908
821	0.1710843793
822	0.171068748
823	0.1710436416
824	0.1710157825
825	0.1709956955
826	0.1709822561
827	0.1709619437
828	0.1709327388
829	0.1709134468
830	0.1708875018
831	0.1708741354
832	0.1708590828
833	0.1708429738
834	0.1708250725
835	0.1708029876
836	0.1707846753
837	0.1707690588
838	0.1707550847
839	0.1707380421
840	0.1707196939
841	0.1707010762
842	0.1706833145
843	0.1706665407
844	0.1706509425
845	0.1706383175
846	0.1706170078
847	0.1705954593
848	0.1705729008
849	0.1705590714
850	0.1705390104
851	0.1705240809
852	0.1705088747
853	0.1704938229
854	0.1704765911
855	0.1704631217
856	0.1704431901
857	0.1704216157
858	0.1703940017
859	0.1703837324
860	0.170364991
861	0.1703383996
862	0.1703097047
863	0.1702872264
864	0.1702723485
865	0.1702524878
866	0.1702315988
867	0.1702035798
868	0.1701887159
869	0.1701703575
870	0.1701575412
871	0.1701349603
872	0.1701172829
873	0.170108558
874	0.1700934085
875	0.1700817818
876	0.1700531213
877	0.1700309609
878	0.1700141983
879	0.1700019071
880	0.1699834936
881	0.1699586656
882	0.1699405776
883	0.1699200585
884	0.1699027561
885	0.1698740367
886	0.1698568864
887	0.1698449272
888	0.1698289549
889	0.1698123764
890	0.1697973197
891	0.1697823129
892	0.169763798
893	0.1697517663
894	0.169730326
895	0.1697153808
896	0.1696917661
897	0.1696683762
898	0.1696512003
899	0.1696344856
900	0.1696134803
901	0.1695938729
902	0.1695788963
903	0.1695641963
904	0.1695470409
905	0.1695348021
906	0.1695154435
907	0.1694881324
908	0.1694828759
909	0.1694632384
910	0.1694485381
911	0.1694319767
912	0.1694066568
913	0.1693897808
914	0.1693710261
915	0.1693521663
916	0.1693321894
917	0.1693047637
918	0.169290887
919	0.1692729757
920	0.1692573522
921	0.1692403831
922	0.1692227346
923	0.1692048437
924	0.169190144
925	0.1691681375
926	0.1691541659
927	0.1691350531
928	0.1691121611
929	0.1690969318
930	0.1690861556
931	0.1690694358
932	0.1690551741
933	0.1690345819
934	0.1690192438
935	0.1690001736
936	0.168981593
937	0.1689637743
938	0.1689418542
939	0.1689242426
940	0.1689060194
941	0.1688937881
942	0.1688714295
943	0.1688515739
944	0.1688328299
945	0.1688179093
946	0.1687986906
947	0.1687775969
948	0.1687686628
949	0.1687508208
950	0.1687408926
951	0.1687287542
952	0.1687098178
953	0.1686916733
954	0.1686741793
955	0.1686580592
956	0.1686312485
957	0.1686144091
958	0.1686070287
959	0.1685816678
960	0.1685645417
961	0.1685475723
962	0.1685307473
963	0.1684949554
964	0.1684718373
965	0.1684548541
966	0.1684286439
967	0.1683996993
968	0.1683760681
969	0.1683620686
970	0.1683502231
971	0.1683299411
972	0.1683122875
973	0.1682942597
974	0.1682777087
975	0.1682593824
976	0.1682345093
977	0.1682109145
978	0.1681884981
979	0.1681716745
980	0.1681560439
981	0.1681386611
982	0.168116314
983	0.1680988138
984	0.1680826444
985	0.1680619589
986	0.1680359479
987	0.1680172317
988	0.1680035891
989	0.1679800082
990	0.1679592785
991	0.1679317209
992	0.1679126396
993	0.1678930291
994	0.1678790636
995	0.1678615029
996	0.1678517648
997	0.1678395737
998	0.1678160517
999	0.1678030918
